Variable,Description,Long,Type,ESTMOE,Source,Table,Table2,Years,Release,Category,Topic,Universe,Notes,API
PopPovU18_e19,Population under 18 years below poverty,"# Population under 18 years below poverty, 2019",Count,Estimate,ACS,B17001,,2019,5,Economic,Poverty,Population under 18 years for whom poverty status is determined,,ACSAllGeo2019-Economic
PopPovU18_m19,Population under 18 years below poverty,"# Population under 18 years below poverty, 2019 (MOE)",Count,MOE,ACS,B17001,,2019,5,Economic,Poverty,Population under 18 years for whom poverty status is determined,,ACSAllGeo2019-Economic
pPopPovU18_e19,Population under 18 years below poverty,"% Population under 18 years below poverty, 2019",Percent,Estimate,ACS,B17001,,2019,5,Economic,Poverty,Population under 18 years for whom poverty status is determined,,ACSAllGeo2019-Economic
pPopPovU18_m19,Population under 18 years below poverty,"% Population under 18 years below poverty, 2019 (MOE)",Percent,MOE,ACS,B17001,,2019,5,Economic,Poverty,Population under 18 years for whom poverty status is determined,,ACSAllGeo2019-Economic
PopPov18_64Det_e19,Population 18 to 64 years for whom poverty status is determined,"# Population 18 to 64 years for whom poverty status is determined, 2019",Count,Estimate,ACS,B17001,,2019,5,Economic,Poverty,Population 18 to 64 years for whom poverty status is determined,,ACSAllGeo2019-Economic
PopPov18_64Det_m19,Population 18 to 64 years for whom poverty status is determined,"# Population 18 to 64 years for whom poverty status is determined, 2019 (MOE)",Count,MOE,ACS,B17001,,2019,5,Economic,Poverty,Population 18 to 64 years for whom poverty status is determined,,ACSAllGeo2019-Economic
PopPov18_64_e19,Population 18 to 64 years below poverty,"# Population 18 to 64 years below poverty, 2019",Count,Estimate,ACS,B17001,,2019,5,Economic,Poverty,Population 18 to 64 years for whom poverty status is determined,,ACSAllGeo2019-Economic
PopPov18_64_m19,Population 18 to 64 years below poverty,"# Population 18 to 64 years below poverty, 2019 (MOE)",Count,MOE,ACS,B17001,,2019,5,Economic,Poverty,Population 18 to 64 years for whom poverty status is determined,,ACSAllGeo2019-Economic
pPopPov18_64_e19,Population 18 to 64 years below poverty,"% Population 18 to 64 years below poverty, 2019",Percent,Estimate,ACS,B17001,,2019,5,Economic,Poverty,Population 18 to 64 years for whom poverty status is determined,,ACSAllGeo2019-Economic
pPopPov18_64_m19,Population 18 to 64 years below poverty,"% Population 18 to 64 years below poverty, 2019 (MOE)",Percent,MOE,ACS,B17001,,2019,5,Economic,Poverty,Population 18 to 64 years for whom poverty status is determined,,ACSAllGeo2019-Economic
PopPov65PDet_e19,Population 65 years and over for whom poverty status is determined,"# Population 65 years and over for whom poverty status is determined, 2019",Count,Estimate,ACS,B17001,,2019,5,Economic,Poverty,Population 65 years and over for whom poverty status is determined,,ACSAllGeo2019-Economic
PopPov65PDet_m19,Population 65 years and over for whom poverty status is determined,"# Population 65 years and over for whom poverty status is determined, 2019 (MOE)",Count,MOE,ACS,B17001,,2019,5,Economic,Poverty,Population 65 years and over for whom poverty status is determined,,ACSAllGeo2019-Economic
PopPov65P_e19,Population 65 years and over below poverty,"# Population 65 years and over below poverty, 2019",Count,Estimate,ACS,B17001,,2019,5,Economic,Poverty,Population 65 years and over for whom poverty status is determined,,ACSAllGeo2019-Economic
PopPov65P_m19,Population 65 years and over below poverty,"# Population 65 years and over below poverty, 2019 (MOE)",Count,MOE,ACS,B17001,,2019,5,Economic,Poverty,Population 65 years and over for whom poverty status is determined,,ACSAllGeo2019-Economic
pPopPov65P_e19,Population 65 years and over below poverty,"% Population 65 years and over below poverty, 2019",Percent,Estimate,ACS,B17001,,2019,5,Economic,Poverty,Population 65 years and over for whom poverty status is determined,,ACSAllGeo2019-Economic
pPopPov65P_m19,Population 65 years and over below poverty,"% Population 65 years and over below poverty, 2019 (MOE)",Percent,MOE,ACS,B17001,,2019,5,Economic,Poverty,Population 65 years and over for whom poverty status is determined,,ACSAllGeo2019-Economic
FamWChildPovStat_e19,Families with related children,"# Families with related children, 2019",Count,Estimate,ACS,B17022,,2019,5,Economic,Poverty,Families with children,,ACSAllGeo2019-Economic
FamWChildPovStat_m19,Families with related children,"# Families with related children, 2019 (MOE)",Count,MOE,ACS,B17022,,2019,5,Economic,Poverty,Families with children,,ACSAllGeo2019-Economic
FamWChild150Pov_e19,Families with related children below 150 percent of the poverty line,"# Families with related children below 150 percent of the poverty line, 2019",Count,Estimate,ACS,B17022,,2019,5,Economic,Poverty,Families with children,,ACSAllGeo2019-Economic
FamWChild150Pov_m19,Families with related children below 150 percent of the poverty line,"# Families with related children below 150 percent of the poverty line, 2019 (MOE)",Count,MOE,ACS,B17022,,2019,5,Economic,Poverty,Families with children,,ACSAllGeo2019-Economic
pFamWChild150Pov_e19,Families with related children below 150 percent of the poverty line,"% Families with related children below 150 percent of the poverty line, 2019",Percent,Estimate,ACS,B17022,,2019,5,Economic,Poverty,Families with children,,ACSAllGeo2019-Economic
pFamWChild150Pov_m19,Families with related children below 150 percent of the poverty line,"% Families with related children below 150 percent of the poverty line, 2019 (MOE)",Percent,MOE,ACS,B17022,,2019,5,Economic,Poverty,Families with children,,ACSAllGeo2019-Economic
ChildPovStatRatio_e19,Children for whom poverty status is determined,"# Children for whom poverty status is determined, 2019",Count,Estimate,ACS,B17024,,2019,5,Economic,Poverty,Children for whom poverty status is determined,,ACSAllGeo2019-Economic
ChildPovStatRatio_m19,Children for whom poverty status is determined,"# Children for whom poverty status is determined, 2019 (MOE)",Count,MOE,ACS,B17024,,2019,5,Economic,Poverty,Children for whom poverty status is determined,,ACSAllGeo2019-Economic
ChildInFam200Pov_e19,Children in families below 200 percent of the poverty line,"# Children in families below 200 percent of the poverty line, 2019",Count,Estimate,ACS,B17024,,2019,5,Economic,Poverty,Children for whom poverty status is determined,,ACSAllGeo2019-Economic
ChildInFam200Pov_m19,Children in families below 200 percent of the poverty line,"# Children in families below 200 percent of the poverty line, 2019 (MOE)",Count,MOE,ACS,B17024,,2019,5,Economic,Poverty,Children for whom poverty status is determined,,ACSAllGeo2019-Economic
pChildInFam200Pov_e19,Children in families below 200 percent of the poverty line,"% Children in families below 200 percent of the poverty line, 2019",Percent,Estimate,ACS,B17024,,2019,5,Economic,Poverty,Children for whom poverty status is determined,,ACSAllGeo2019-Economic
pChildInFam200Pov_m19,Children in families below 200 percent of the poverty line,"% Children in families below 200 percent of the poverty line, 2019 (MOE)",Percent,MOE,ACS,B17024,,2019,5,Economic,Poverty,Children for whom poverty status is determined,,ACSAllGeo2019-Economic
FamBelow200_e19,Families with income below 200% of the poverty line,"# Families with income below 200% of the poverty line, 2019",Count,Estimate,ACS,B17026,,2019,5,Economic,Poverty,Families,,ACSAllGeo2019-Economic
FamBelow200_m19,Families with income below 200% of the poverty line,"# Families with income below 200% of the poverty line, 2019 (MOE)",Count,MOE,ACS,B17026,,2019,5,Economic,Poverty,Families,,ACSAllGeo2019-Economic
pFamBelow200_e19,Families with income below 200% of the poverty line,"% Families with income below 200% of the poverty line, 2019",Percent,Estimate,ACS,B17026,,2019,5,Economic,Poverty,Families,,ACSAllGeo2019-Economic
pFamBelow200_m19,Families with income below 200% of the poverty line,"% Families with income below 200% of the poverty line, 2019 (MOE)",Percent,MOE,ACS,B17026,,2019,5,Economic,Poverty,Families,,ACSAllGeo2019-Economic
TotalHU_e19,Total housing units,"# Total housing units, 2019",Count,Estimate,ACS,B25002,,2019,5,Housing,Housing Characteristics,Housing units,,ACSAllGeo2019-Housing
TotalHU_m19,Total housing units,"# Total housing units, 2019 (MOE)",Count,MOE,ACS,B25002,,2019,5,Housing,Housing Characteristics,Housing units,,ACSAllGeo2019-Housing
OccHU_e19,Occupied housing units,"# Occupied housing units, 2019",Count,Estimate,ACS,B25002,,2019,5,Housing,Housing Characteristics,Housing units,,ACSAllGeo2019-Housing
OccHU_m19,Occupied housing units,"# Occupied housing units, 2019 (MOE)",Count,MOE,ACS,B25002,,2019,5,Housing,Housing Characteristics,Housing units,,ACSAllGeo2019-Housing
pOccHU_e19,Occupied housing units,"% Occupied housing units, 2019",Percent,Estimate,ACS,B25002,,2019,5,Housing,Housing Characteristics,Housing units,,ACSAllGeo2019-Housing
pOccHU_m19,Occupied housing units,"% Occupied housing units, 2019 (MOE)",Percent,MOE,ACS,B25002,,2019,5,Housing,Housing Characteristics,Housing units,,ACSAllGeo2019-Housing
VacHU_e19,Vacant housing units,"# Vacant housing units, 2019",Count,Estimate,ACS,B25002,,2019,5,Housing,Housing Characteristics,Housing units,,ACSAllGeo2019-Housing
VacHU_m19,Vacant housing units,"# Vacant housing units, 2019 (MOE)",Count,MOE,ACS,B25002,,2019,5,Housing,Housing Characteristics,Housing units,,ACSAllGeo2019-Housing
pVacHU_e19,Vacant housing units,"% Vacant housing units, 2019",Percent,Estimate,ACS,B25002,,2019,5,Housing,Housing Characteristics,Housing units,,ACSAllGeo2019-Housing
pVacHU_m19,Vacant housing units,"% Vacant housing units, 2019 (MOE)",Percent,MOE,ACS,B25002,,2019,5,Housing,Housing Characteristics,Housing units,,ACSAllGeo2019-Housing
rOwnerVacRate_e19,Owner vacancy rate,"Owner vacancy rate, 2019",Rate,Estimate,ACS,B25004,B25003,2019,5,Housing,Housing Characteristics,Homeowner units,"Numerator is from B25004, Denominator from B25003",ACSAllGeo2019-Housing
rOwnerVacRate_m19,Owner vacancy rate,"Owner vacancy rate, 2019 (MOE)",Rate,MOE,ACS,B25004,B25003,2019,5,Housing,Housing Characteristics,Homeowner units,"Numerator is from B25004, Denominator from B25003",ACSAllGeo2019-Housing
rRentVacRate_e19,Renter vacancy rate,"Renter vacancy rate, 2019",Rate,Estimate,ACS,B25004,B25003,2019,5,Housing,Housing Characteristics,Rental units,"Numerator is from B25004, Denominator from B25003",ACSAllGeo2019-Housing
rRentVacRate_m19,Renter vacancy rate,"Renter vacancy rate, 2019 (MOE)",Rate,MOE,ACS,B25004,B25003,2019,5,Housing,Housing Characteristics,Rental units,"Numerator is from B25004, Denominator from B25003",ACSAllGeo2019-Housing
Stru1UDet_e19,"1 unit, detached housing units","# 1 unit, detached housing units, 2019",Count,Estimate,ACS,B25024,,2019,5,Housing,Housing Characteristics,Housing units,,ACSAllGeo2019-Housing
Stru1UDet_m19,"1 unit, detached housing units","# 1 unit, detached housing units, 2019 (MOE)",Count,MOE,ACS,B25024,,2019,5,Housing,Housing Characteristics,Housing units,,ACSAllGeo2019-Housing
pStru1UDet_e19,"1 unit, detached housing units","% 1 unit, detached housing units, 2019",Percent,Estimate,ACS,B25024,,2019,5,Housing,Housing Characteristics,Housing units,,ACSAllGeo2019-Housing
pStru1UDet_m19,"1 unit, detached housing units","% 1 unit, detached housing units, 2019 (MOE)",Percent,MOE,ACS,B25024,,2019,5,Housing,Housing Characteristics,Housing units,,ACSAllGeo2019-Housing
Stru1UAtt_e19,"1 unit, attached housing units","# 1 unit, attached housing units, 2019",Count,Estimate,ACS,B25024,,2019,5,Housing,Housing Characteristics,Housing units,,ACSAllGeo2019-Housing
Stru1UAtt_m19,"1 unit, attached housing units","# 1 unit, attached housing units, 2019 (MOE)",Count,MOE,ACS,B25024,,2019,5,Housing,Housing Characteristics,Housing units,,ACSAllGeo2019-Housing
pStru1UAtt_e19,"1 unit, attached housing units","% 1 unit, attached housing units, 2019",Percent,Estimate,ACS,B25024,,2019,5,Housing,Housing Characteristics,Housing units,,ACSAllGeo2019-Housing
pStru1UAtt_m19,"1 unit, attached housing units","% 1 unit, attached housing units, 2019 (MOE)",Percent,MOE,ACS,B25024,,2019,5,Housing,Housing Characteristics,Housing units,,ACSAllGeo2019-Housing
Stru2U_e19,Units in 2 unit structures,"# Units in 2 unit structures, 2019",Count,Estimate,ACS,B25024,,2019,5,Housing,Housing Characteristics,Housing units,,ACSAllGeo2019-Housing
Stru2U_m19,Units in 2 unit structures,"# Units in 2 unit structures, 2019 (MOE)",Count,MOE,ACS,B25024,,2019,5,Housing,Housing Characteristics,Housing units,,ACSAllGeo2019-Housing
pStru2U_e19,Units in 2 unit structures,"% Units in 2 unit structures, 2019",Percent,Estimate,ACS,B25024,,2019,5,Housing,Housing Characteristics,Housing units,,ACSAllGeo2019-Housing
pStru2U_m19,Units in 2 unit structures,"% Units in 2 unit structures, 2019 (MOE)",Percent,MOE,ACS,B25024,,2019,5,Housing,Housing Characteristics,Housing units,,ACSAllGeo2019-Housing
Stru3_4U_e19,Units in 3-4 unit structures,"# Units in 3-4 unit structures, 2019",Count,Estimate,ACS,B25024,,2019,5,Housing,Housing Characteristics,Housing units,,ACSAllGeo2019-Housing
Stru3_4U_m19,Units in 3-4 unit structures,"# Units in 3-4 unit structures, 2019 (MOE)",Count,MOE,ACS,B25024,,2019,5,Housing,Housing Characteristics,Housing units,,ACSAllGeo2019-Housing
pStru3_4U_e19,Units in 3-4 unit structures,"% Units in 3-4 unit structures, 2019",Percent,Estimate,ACS,B25024,,2019,5,Housing,Housing Characteristics,Housing units,,ACSAllGeo2019-Housing
pStru3_4U_m19,Units in 3-4 unit structures,"% Units in 3-4 unit structures, 2019 (MOE)",Percent,MOE,ACS,B25024,,2019,5,Housing,Housing Characteristics,Housing units,,ACSAllGeo2019-Housing
Stru5_9U_e19,Units in 5-9 unit structures,"# Units in 5-9 unit structures, 2019",Count,Estimate,ACS,B25024,,2019,5,Housing,Housing Characteristics,Housing units,,ACSAllGeo2019-Housing
Stru5_9U_m19,Units in 5-9 unit structures,"# Units in 5-9 unit structures, 2019 (MOE)",Count,MOE,ACS,B25024,,2019,5,Housing,Housing Characteristics,Housing units,,ACSAllGeo2019-Housing
pStru5_9U_e19,Units in 5-9 unit structures,"% Units in 5-9 unit structures, 2019",Percent,Estimate,ACS,B25024,,2019,5,Housing,Housing Characteristics,Housing units,,ACSAllGeo2019-Housing
pStru5_9U_m19,Units in 5-9 unit structures,"% Units in 5-9 unit structures, 2019 (MOE)",Percent,MOE,ACS,B25024,,2019,5,Housing,Housing Characteristics,Housing units,,ACSAllGeo2019-Housing
Stru10_19U_e19,Units in 10-19 unit structures,"# Units in 10-19 unit structures, 2019",Count,Estimate,ACS,B25024,,2019,5,Housing,Housing Characteristics,Housing units,,ACSAllGeo2019-Housing
Stru10_19U_m19,Units in 10-19 unit structures,"# Units in 10-19 unit structures, 2019 (MOE)",Count,MOE,ACS,B25024,,2019,5,Housing,Housing Characteristics,Housing units,,ACSAllGeo2019-Housing
pStru10_19U_e19,Units in 10-19 unit structures,"% Units in 10-19 unit structures, 2019",Percent,Estimate,ACS,B25024,,2019,5,Housing,Housing Characteristics,Housing units,,ACSAllGeo2019-Housing
pStru10_19U_m19,Units in 10-19 unit structures,"% Units in 10-19 unit structures, 2019 (MOE)",Percent,MOE,ACS,B25024,,2019,5,Housing,Housing Characteristics,Housing units,,ACSAllGeo2019-Housing
Stru20P_e19,Units in 20 or more unit structures,"# Units in 20 or more unit structures, 2019",Count,Estimate,ACS,B25024,,2019,5,Housing,Housing Characteristics,Housing units,,ACSAllGeo2019-Housing
Stru20P_m19,Units in 20 or more unit structures,"# Units in 20 or more unit structures, 2019 (MOE)",Count,MOE,ACS,B25024,,2019,5,Housing,Housing Characteristics,Housing units,,ACSAllGeo2019-Housing
pStru20P_e19,Units in 20 or more unit structures,"% Units in 20 or more unit structures, 2019",Percent,Estimate,ACS,B25024,,2019,5,Housing,Housing Characteristics,Housing units,,ACSAllGeo2019-Housing
pStru20P_m19,Units in 20 or more unit structures,"% Units in 20 or more unit structures, 2019 (MOE)",Percent,MOE,ACS,B25024,,2019,5,Housing,Housing Characteristics,Housing units,,ACSAllGeo2019-Housing
StruMobileHome_e19,Units in mobile homes,"# Units in mobile homes, 2019",Count,Estimate,ACS,B25024,,2019,5,Housing,Housing Characteristics,Housing units,,ACSAllGeo2019-Housing
StruMobileHome_m19,Units in mobile homes,"# Units in mobile homes, 2019 (MOE)",Count,MOE,ACS,B25024,,2019,5,Housing,Housing Characteristics,Housing units,,ACSAllGeo2019-Housing
pStruMobileHome_e19,Units in mobile homes,"% Units in mobile homes, 2019",Percent,Estimate,ACS,B25024,,2019,5,Housing,Housing Characteristics,Housing units,,ACSAllGeo2019-Housing
pStruMobileHome_m19,Units in mobile homes,"% Units in mobile homes, 2019 (MOE)",Percent,MOE,ACS,B25024,,2019,5,Housing,Housing Characteristics,Housing units,,ACSAllGeo2019-Housing
StruBoatRV_e19,Units in boats or RVs,"# Units in boats or RVs, 2019",Count,Estimate,ACS,B25024,,2019,5,Housing,Housing Characteristics,Housing units,,ACSAllGeo2019-Housing
StruBoatRV_m19,Units in boats or RVs,"# Units in boats or RVs, 2019 (MOE)",Count,MOE,ACS,B25024,,2019,5,Housing,Housing Characteristics,Housing units,,ACSAllGeo2019-Housing
pStruBoatRV_e19,Units in boats or RVs,"% Units in boats or RVs, 2019",Percent,Estimate,ACS,B25024,,2019,5,Housing,Housing Characteristics,Housing units,,ACSAllGeo2019-Housing
pStruBoatRV_m19,Units in boats or RVs,"% Units in boats or RVs, 2019 (MOE)",Percent,MOE,ACS,B25024,,2019,5,Housing,Housing Characteristics,Housing units,,ACSAllGeo2019-Housing
Built2014_e19,Units built 2014 or later,"# Units built 2014 or later, 2019",Count,Estimate,ACS,B25034,,2019,5,Housing,Housing Characteristics,Housing units,,ACSAllGeo2019-Housing
Built2014_m19,Units built 2014 or later,"# Units built 2014 or later, 2019 (MOE)",Count,MOE,ACS,B25034,,2019,5,Housing,Housing Characteristics,Housing units,,ACSAllGeo2019-Housing
pBuilt2014_e19,Units built 2014 or later,"% Units built 2014 or later, 2019",Percent,Estimate,ACS,B25034,,2019,5,Housing,Housing Characteristics,Housing units,,ACSAllGeo2019-Housing
pBuilt2014_m19,Units built 2014 or later,"% Units built 2014 or later, 2019 (MOE)",Percent,MOE,ACS,B25034,,2019,5,Housing,Housing Characteristics,Housing units,,ACSAllGeo2019-Housing
Built2010_e19,Units built 2010 to 2013,"# Units built 2010 to 2013, 2019",Count,Estimate,ACS,B25034,,2019,5,Housing,Housing Characteristics,Housing units,,ACSAllGeo2019-Housing
Built2010_m19,Units built 2010 to 2013,"# Units built 2010 to 2013, 2019 (MOE)",Count,MOE,ACS,B25034,,2019,5,Housing,Housing Characteristics,Housing units,,ACSAllGeo2019-Housing
pBuilt2010_e19,Units built 2010 to 2013,"% Units built 2010 to 2013, 2019",Percent,Estimate,ACS,B25034,,2019,5,Housing,Housing Characteristics,Housing units,,ACSAllGeo2019-Housing
pBuilt2010_m19,Units built 2010 to 2013,"% Units built 2010 to 2013, 2019 (MOE)",Percent,MOE,ACS,B25034,,2019,5,Housing,Housing Characteristics,Housing units,,ACSAllGeo2019-Housing
Built2000_e19,Units built 2000 to 2009,"# Units built 2000 to 2009, 2019",Count,Estimate,ACS,B25034,,2019,5,Housing,Housing Characteristics,Housing units,,ACSAllGeo2019-Housing
Built2000_m19,Units built 2000 to 2009,"# Units built 2000 to 2009, 2019 (MOE)",Count,MOE,ACS,B25034,,2019,5,Housing,Housing Characteristics,Housing units,,ACSAllGeo2019-Housing
pBuilt2000_e19,Units built 2000 to 2009,"% Units built 2000 to 2009, 2019",Percent,Estimate,ACS,B25034,,2019,5,Housing,Housing Characteristics,Housing units,,ACSAllGeo2019-Housing
pBuilt2000_m19,Units built 2000 to 2009,"% Units built 2000 to 2009, 2019 (MOE)",Percent,MOE,ACS,B25034,,2019,5,Housing,Housing Characteristics,Housing units,,ACSAllGeo2019-Housing
Built1990_e19,Units built 1990 to 1999,"# Units built 1990 to 1999, 2019",Count,Estimate,ACS,B25034,,2019,5,Housing,Housing Characteristics,Housing units,,ACSAllGeo2019-Housing
Built1990_m19,Units built 1990 to 1999,"# Units built 1990 to 1999, 2019 (MOE)",Count,MOE,ACS,B25034,,2019,5,Housing,Housing Characteristics,Housing units,,ACSAllGeo2019-Housing
pBuilt1990_e19,Units built 1990 to 1999,"% Units built 1990 to 1999, 2019",Percent,Estimate,ACS,B25034,,2019,5,Housing,Housing Characteristics,Housing units,,ACSAllGeo2019-Housing
pBuilt1990_m19,Units built 1990 to 1999,"% Units built 1990 to 1999, 2019 (MOE)",Percent,MOE,ACS,B25034,,2019,5,Housing,Housing Characteristics,Housing units,,ACSAllGeo2019-Housing
Built1980_e19,Units built 1980 to 1989,"# Units built 1980 to 1989, 2019",Count,Estimate,ACS,B25034,,2019,5,Housing,Housing Characteristics,Housing units,,ACSAllGeo2019-Housing
Built1980_m19,Units built 1980 to 1989,"# Units built 1980 to 1989, 2019 (MOE)",Count,MOE,ACS,B25034,,2019,5,Housing,Housing Characteristics,Housing units,,ACSAllGeo2019-Housing
pBuilt1980_e19,Units built 1980 to 1989,"% Units built 1980 to 1989, 2019",Percent,Estimate,ACS,B25034,,2019,5,Housing,Housing Characteristics,Housing units,,ACSAllGeo2019-Housing
pBuilt1980_m19,Units built 1980 to 1989,"% Units built 1980 to 1989, 2019 (MOE)",Percent,MOE,ACS,B25034,,2019,5,Housing,Housing Characteristics,Housing units,,ACSAllGeo2019-Housing
Built1970_e19,Units built 1970 to 1979,"# Units built 1970 to 1979, 2019",Count,Estimate,ACS,B25034,,2019,5,Housing,Housing Characteristics,Housing units,,ACSAllGeo2019-Housing
Built1970_m19,Units built 1970 to 1979,"# Units built 1970 to 1979, 2019 (MOE)",Count,MOE,ACS,B25034,,2019,5,Housing,Housing Characteristics,Housing units,,ACSAllGeo2019-Housing
pBuilt1970_e19,Units built 1970 to 1979,"% Units built 1970 to 1979, 2019",Percent,Estimate,ACS,B25034,,2019,5,Housing,Housing Characteristics,Housing units,,ACSAllGeo2019-Housing
pBuilt1970_m19,Units built 1970 to 1979,"% Units built 1970 to 1979, 2019 (MOE)",Percent,MOE,ACS,B25034,,2019,5,Housing,Housing Characteristics,Housing units,,ACSAllGeo2019-Housing
Built1960_e19,Units built 1960 to 1969,"# Units built 1960 to 1969, 2019",Count,Estimate,ACS,B25034,,2019,5,Housing,Housing Characteristics,Housing units,,ACSAllGeo2019-Housing
Built1960_m19,Units built 1960 to 1969,"# Units built 1960 to 1969, 2019 (MOE)",Count,MOE,ACS,B25034,,2019,5,Housing,Housing Characteristics,Housing units,,ACSAllGeo2019-Housing
pBuilt1960_e19,Units built 1960 to 1969,"% Units built 1960 to 1969, 2019",Percent,Estimate,ACS,B25034,,2019,5,Housing,Housing Characteristics,Housing units,,ACSAllGeo2019-Housing
pBuilt1960_m19,Units built 1960 to 1969,"% Units built 1960 to 1969, 2019 (MOE)",Percent,MOE,ACS,B25034,,2019,5,Housing,Housing Characteristics,Housing units,,ACSAllGeo2019-Housing
Built1950_e19,Units built 1950 to 1959,"# Units built 1950 to 1959, 2019",Count,Estimate,ACS,B25034,,2019,5,Housing,Housing Characteristics,Housing units,,ACSAllGeo2019-Housing
Built1950_m19,Units built 1950 to 1959,"# Units built 1950 to 1959, 2019 (MOE)",Count,MOE,ACS,B25034,,2019,5,Housing,Housing Characteristics,Housing units,,ACSAllGeo2019-Housing
pBuilt1950_e19,Units built 1950 to 1959,"% Units built 1950 to 1959, 2019",Percent,Estimate,ACS,B25034,,2019,5,Housing,Housing Characteristics,Housing units,,ACSAllGeo2019-Housing
pBuilt1950_m19,Units built 1950 to 1959,"% Units built 1950 to 1959, 2019 (MOE)",Percent,MOE,ACS,B25034,,2019,5,Housing,Housing Characteristics,Housing units,,ACSAllGeo2019-Housing
Built1940_e19,Units built 1940 to 1949,"# Units built 1940 to 1949, 2019",Count,Estimate,ACS,B25034,,2019,5,Housing,Housing Characteristics,Housing units,,ACSAllGeo2019-Housing
Built1940_m19,Units built 1940 to 1949,"# Units built 1940 to 1949, 2019 (MOE)",Count,MOE,ACS,B25034,,2019,5,Housing,Housing Characteristics,Housing units,,ACSAllGeo2019-Housing
pBuilt1940_e19,Units built 1940 to 1949,"% Units built 1940 to 1949, 2019",Percent,Estimate,ACS,B25034,,2019,5,Housing,Housing Characteristics,Housing units,,ACSAllGeo2019-Housing
pBuilt1940_m19,Units built 1940 to 1949,"% Units built 1940 to 1949, 2019 (MOE)",Percent,MOE,ACS,B25034,,2019,5,Housing,Housing Characteristics,Housing units,,ACSAllGeo2019-Housing
BuiltPre1939_e19,Units built 1939 or earlier,"# Units built 1939 or earlier, 2019",Count,Estimate,ACS,B25034,,2019,5,Housing,Housing Characteristics,Housing units,,ACSAllGeo2019-Housing
BuiltPre1939_m19,Units built 1939 or earlier,"# Units built 1939 or earlier, 2019 (MOE)",Count,MOE,ACS,B25034,,2019,5,Housing,Housing Characteristics,Housing units,,ACSAllGeo2019-Housing
pBuiltPre1939_e19,Units built 1939 or earlier,"% Units built 1939 or earlier, 2019",Percent,Estimate,ACS,B25034,,2019,5,Housing,Housing Characteristics,Housing units,,ACSAllGeo2019-Housing
pBuiltPre1939_m19,Units built 1939 or earlier,"% Units built 1939 or earlier, 2019 (MOE)",Percent,MOE,ACS,B25034,,2019,5,Housing,Housing Characteristics,Housing units,,ACSAllGeo2019-Housing
BuiltSince2000_e19,Units built 2000 or later,"# Units built 2000 or later, 2019",Count,Estimate,ACS,B25034,,2019,5,Housing,Housing Characteristics,Housing units,,ACSAllGeo2019-Housing
BuiltSince2000_m19,Units built 2000 or later,"# Units built 2000 or later, 2019 (MOE)",Count,MOE,ACS,B25034,,2019,5,Housing,Housing Characteristics,Housing units,,ACSAllGeo2019-Housing
pBuiltSince2000_e19,Units built 2000 or later,"% Units built 2000 or later, 2019",Percent,Estimate,ACS,B25034,,2019,5,Housing,Housing Characteristics,Housing units,,ACSAllGeo2019-Housing
pBuiltSince2000_m19,Units built 2000 or later,"% Units built 2000 or later, 2019 (MOE)",Percent,MOE,ACS,B25034,,2019,5,Housing,Housing Characteristics,Housing units,,ACSAllGeo2019-Housing
Built1980To1999_e19,Units built 1980 to 1999,"# Units built 1980 to 1999, 2019",Count,Estimate,ACS,B25034,,2019,5,Housing,Housing Characteristics,Housing units,,ACSAllGeo2019-Housing
Built1980To1999_m19,Units built 1980 to 1999,"# Units built 1980 to 1999, 2019 (MOE)",Count,MOE,ACS,B25034,,2019,5,Housing,Housing Characteristics,Housing units,,ACSAllGeo2019-Housing
pBuilt1980To1999_e19,Units built 1980 to 1999,"% Units built 1980 to 1999, 2019",Percent,Estimate,ACS,B25034,,2019,5,Housing,Housing Characteristics,Housing units,,ACSAllGeo2019-Housing
pBuilt1980To1999_m19,Units built 1980 to 1999,"% Units built 1980 to 1999, 2019 (MOE)",Percent,MOE,ACS,B25034,,2019,5,Housing,Housing Characteristics,Housing units,,ACSAllGeo2019-Housing
BuiltPre1980_e19,Units built 1979 or earlier,"# Units built 1979 or earlier, 2019",Count,Estimate,ACS,B25034,,2019,5,Housing,Housing Characteristics,Housing units,,ACSAllGeo2019-Housing
BuiltPre1980_m19,Units built 1979 or earlier,"# Units built 1979 or earlier, 2019 (MOE)",Count,MOE,ACS,B25034,,2019,5,Housing,Housing Characteristics,Housing units,,ACSAllGeo2019-Housing
pBuiltPre1980_e19,Units built 1979 or earlier,"% Units built 1979 or earlier, 2019",Percent,Estimate,ACS,B25034,,2019,5,Housing,Housing Characteristics,Housing units,,ACSAllGeo2019-Housing
pBuiltPre1980_m19,Units built 1979 or earlier,"% Units built 1979 or earlier, 2019 (MOE)",Percent,MOE,ACS,B25034,,2019,5,Housing,Housing Characteristics,Housing units,,ACSAllGeo2019-Housing
HeatUtilGas_e19,Units heated with utility gas,"# Units heated with utility gas, 2019",Count,Estimate,ACS,B25040,,2019,5,Housing,Housing Characteristics,Occupied housing units,,ACSAllGeo2019-Housing
HeatUtilGas_m19,Units heated with utility gas,"# Units heated with utility gas, 2019 (MOE)",Count,MOE,ACS,B25040,,2019,5,Housing,Housing Characteristics,Occupied housing units,,ACSAllGeo2019-Housing
pHeatUtilGas_e19,Units heated with utility gas,"% Units heated with utility gas, 2019",Percent,Estimate,ACS,B25040,,2019,5,Housing,Housing Characteristics,Occupied housing units,,ACSAllGeo2019-Housing
