Variable,Description,Long,Type,ESTMOE,Source,Table,Table2,Years,Release,Category,Topic,Universe,Notes,API
AdultNHOtherRace_1990,Non-Hispanic other race adults,"# Non-Hispanic other race adults, 1990",Count,,Census 1990 Redistricting Summary Data File,P5,,1990,,Demographic,"Population by Age, Race, and Ethnicity",Total population,,PopChange_1990to2020
AdultHispanic_1990,"Hispanic adults, all races","# Hispanic adults, all races, 1990",Count,,Census 1990 Redistricting Summary Data File,P5,,1990,,Demographic,"Population by Age, Race, and Ethnicity",Total population,,PopChange_1990to2020
ChildPop_1990,Children,"# Children, 1990",Count,,Census 1990 Redistricting Summary Data File,P4,P5,1990,,Demographic,Population by Age,Total population,,PopChange_1990to2020
ChildNHWhite_1990,Non-Hispanic White children,"# Non-Hispanic White children, 1990",Count,,Census 1990 Redistricting Summary Data File,P4,P5,1990,,Demographic,"Population by Age, Race, and Ethnicity",Total population,,PopChange_1990to2020
ChildNHBlack_1990,Non-Hispanic Black children,"# Non-Hispanic Black children, 1990",Count,,Census 1990 Redistricting Summary Data File,P4,P5,1990,,Demographic,"Population by Age, Race, and Ethnicity",Total population,,PopChange_1990to2020
ChildNHAsianPI_1990,Non-Hispanic Asian or Pacific Islander children,"# Non-Hispanic Asian or Pacific Islander children, 1990",Count,,Census 1990 Redistricting Summary Data File,P4,P5,1990,,Demographic,"Population by Age, Race, and Ethnicity",Total population,,PopChange_1990to2020
ChildNHOtherRace_1990,Non-Hispanic other race children,"# Non-Hispanic other race children, 1990",Count,,Census 1990 Redistricting Summary Data File,P4,P5,1990,,Demographic,"Population by Age, Race, and Ethnicity",Total population,,PopChange_1990to2020
ChildHispanic_1990,"Hispanic children, all races","# Hispanic children, all races, 1990",Count,,Census 1990 Redistricting Summary Data File,P4,P5,1990,,Demographic,"Population by Age, Race, and Ethnicity",Total population,,PopChange_1990to2020
TotalHU_1990,Total housing units,"# Total housing units, 1990",Count,,Census 1990 Redistricting Summary Data File,H1,,1990,,Housing,Housing Characteristics,Total Housing Units,,PopChange_1990to2020
OccupiedHU_1990,Occupied housing units,"# Occupied housing units, 1990",Count,,Census 1990 Summary Tape File 1B,H3,,1990,,Housing,Housing Characteristics,Total Housing Units,,PopChange_1990to2020
VacantHU_1990,Vacant housing units,"# Vacant housing units, 1990",Count,,Census 1990 Summary Tape File 1B,H3,,1990,,Housing,Housing Characteristics,Total Housing Units,,PopChange_1990to2020
pNHWhite_1990,Non-Hispanic White,"% Non-Hispanic White, 1990",Percent,,Census 1990 Redistricting Summary Data File,P4,,1990,,Demographic,Population by Race and Ethnicity,Total population,,PopChange_1990to2020
pNHBlack_1990,Non-Hispanic Black,"% Non-Hispanic Black, 1990",Percent,,Census 1990 Redistricting Summary Data File,P4,,1990,,Demographic,Population by Race and Ethnicity,Total population,,PopChange_1990to2020
pNHAsianPI_1990,Non-Hispanic Asian or Pacific Islander,"% Non-Hispanic Asian or Pacific Islander, 1990",Percent,,Census 1990 Redistricting Summary Data File,P4,,1990,,Demographic,Population by Race and Ethnicity,Total population,,PopChange_1990to2020
pNHOtherRace_1990,Non-Hispanic other race,"% Non-Hispanic other race, 1990",Percent,,Census 1990 Redistricting Summary Data File,P4,,1990,,Demographic,Population by Race and Ethnicity,Total population,,PopChange_1990to2020
pHispanic_1990,"Hispanic, all races","% Hispanic, all races, 1990",Percent,,Census 1990 Redistricting Summary Data File,P4,,1990,,Demographic,Population by Race and Ethnicity,Total population,,PopChange_1990to2020
pAdultPop_1990,Adults,"% Adults, 1990",Percent,,Census 1990 Redistricting Summary Data File,P5,,1990,,Demographic,Population by Age,Total population,,PopChange_1990to2020
pAdultNHWhite_1990,Non-Hispanic White adults,"% Non-Hispanic White adults, 1990",Percent,,Census 1990 Redistricting Summary Data File,P5,,1990,,Demographic,"Population by Age, Race, and Ethnicity",Total population,,PopChange_1990to2020
pAdultNHBlack_1990,Non-Hispanic Black adults,"% Non-Hispanic Black adults, 1990",Percent,,Census 1990 Redistricting Summary Data File,P5,,1990,,Demographic,"Population by Age, Race, and Ethnicity",Total population,,PopChange_1990to2020
pAdultNHAsianPI_1990,Non-Hispanic Asian or Pacific Islander adults,"% Non-Hispanic Asian or Pacific Islander adults, 1990",Percent,,Census 1990 Redistricting Summary Data File,P5,,1990,,Demographic,"Population by Age, Race, and Ethnicity",Total population,,PopChange_1990to2020
pAdultNHOtherRace_1990,Non-Hispanic other race adults,"% Non-Hispanic other race adults, 1990",Percent,,Census 1990 Redistricting Summary Data File,P5,,1990,,Demographic,"Population by Age, Race, and Ethnicity",Total population,,PopChange_1990to2020
pAdultHispanic_1990,"Hispanic adults, all races","% Hispanic adults, all races, 1990",Percent,,Census 1990 Redistricting Summary Data File,P5,,1990,,Demographic,"Population by Age, Race, and Ethnicity",Total population,,PopChange_1990to2020
pChildPop_1990,Children,"% Children, 1990",Percent,,Census 1990 Redistricting Summary Data File,P4,P5,1990,,Demographic,Population by Age,Total population,,PopChange_1990to2020
pChildNHWhite_1990,Non-Hispanic White children,"% Non-Hispanic White children, 1990",Percent,,Census 1990 Redistricting Summary Data File,P4,P5,1990,,Demographic,"Population by Age, Race, and Ethnicity",Total population,,PopChange_1990to2020
pChildNHBlack_1990,Non-Hispanic Black children,"% Non-Hispanic Black children, 1990",Percent,,Census 1990 Redistricting Summary Data File,P4,P5,1990,,Demographic,"Population by Age, Race, and Ethnicity",Total population,,PopChange_1990to2020
pChildNHAsianPI_1990,Non-Hispanic Asian or Pacific Islander children,"% Non-Hispanic Asian or Pacific Islander children, 1990",Percent,,Census 1990 Redistricting Summary Data File,P4,P5,1990,,Demographic,"Population by Age, Race, and Ethnicity",Total population,,PopChange_1990to2020
pChildNHOtherRace_1990,Non-Hispanic other race children,"% Non-Hispanic other race children, 1990",Percent,,Census 1990 Redistricting Summary Data File,P4,P5,1990,,Demographic,"Population by Age, Race, and Ethnicity",Total population,,PopChange_1990to2020
pChildHispanic_1990,"Hispanic children, all races","% Hispanic children, all races, 1990",Percent,,Census 1990 Redistricting Summary Data File,P4,P5,1990,,Demographic,"Population by Age, Race, and Ethnicity",Total population,,PopChange_1990to2020
pOccupiedHU_1990,Occupied housing units,"% Occupied housing units, 1990",Percent,,Census 1990 Summary Tape File 1B,H3,,1990,,Housing,Housing Characteristics,Total Housing Units,,PopChange_1990to2020
pVacantHU_1990,Vacant housing units,"% Vacant housing units, 1990",Percent,,Census 1990 Summary Tape File 1B,H3,,1990,,Housing,Housing Characteristics,Total Housing Units,,PopChange_1990to2020
chTotalPop_2010_20,Total population,"Change, # Total population, 2010-2020",Change,,Census 2010 and 2020 Redistricting Summary Data Files,P2,,2010-2020,,Demographic,Population,Total population,,PopChange_1990to2020
chNHWhite_2010_20,Non-Hispanic White,"Change, # Non-Hispanic White, 2010-2020",Change,,Census 2010 and 2020 Redistricting Summary Data Files,P2,,2010-2020,,Demographic,Population by Race and Ethnicity,Total population,,PopChange_1990to2020
chNHBlack_2010_20,Non-Hispanic Black,"Change, # Non-Hispanic Black, 2010-2020",Change,,Census 2010 and 2020 Redistricting Summary Data Files,P2,,2010-2020,,Demographic,Population by Race and Ethnicity,Total population,,PopChange_1990to2020
chNHAsianPI_2010_20,Non-Hispanic Asian or Pacific Islander,"Change, # Non-Hispanic Asian or Pacific Islander, 2010-2020",Change,,Census 2010 and 2020 Redistricting Summary Data Files,P2,,2010-2020,,Demographic,Population by Race and Ethnicity,Total population,,PopChange_1990to2020
chNHOtherRace_2010_20,Non-Hispanic other race,"Change, # Non-Hispanic other race, 2010-2020",Change,,Census 2010 and 2020 Redistricting Summary Data Files,P2,,2010-2020,,Demographic,Population by Race and Ethnicity,Total population,,PopChange_1990to2020
chHispanic_2010_20,"Hispanic, all races","Change, # Hispanic, all races, 2010-2020",Change,,Census 2010 and 2020 Redistricting Summary Data Files,P2,,2010-2020,,Demographic,Population by Race and Ethnicity,Total population,,PopChange_1990to2020
chAdultPop_2010_20,Adults,"Change, # Adults, 2010-2020",Change,,Census 2010 and 2020 Redistricting Summary Data Files,P4,,2010-2020,,Demographic,Population by Age,Total population,,PopChange_1990to2020
chAdultNHWhite_2010_20,Non-Hispanic White adults,"Change, # Non-Hispanic White adults, 2010-2020",Change,,Census 2010 and 2020 Redistricting Summary Data Files,P4,,2010-2020,,Demographic,"Population by Age, Race, and Ethnicity",Total population,,PopChange_1990to2020
chAdultNHBlack_2010_20,Non-Hispanic Black adults,"Change, # Non-Hispanic Black adults, 2010-2020",Change,,Census 2010 and 2020 Redistricting Summary Data Files,P4,,2010-2020,,Demographic,"Population by Age, Race, and Ethnicity",Total population,,PopChange_1990to2020
chAdultNHAsianPI_2010_20,Non-Hispanic Asian or Pacific Islander adults,"Change, # Non-Hispanic Asian or Pacific Islander adults, 2010-2020",Change,,Census 2010 and 2020 Redistricting Summary Data Files,P4,,2010-2020,,Demographic,"Population by Age, Race, and Ethnicity",Total population,,PopChange_1990to2020
chAdultNHOtherRace_2010_20,Non-Hispanic other race adults,"Change, # Non-Hispanic other race adults, 2010-2020",Change,,Census 2010 and 2020 Redistricting Summary Data Files,P4,,2010-2020,,Demographic,"Population by Age, Race, and Ethnicity",Total population,,PopChange_1990to2020
chAdultHispanic_2010_20,"Hispanic adults, all races","Change, # Hispanic adults, all races, 2010-2020",Change,,Census 2010 and 2020 Redistricting Summary Data Files,P4,,2010-2020,,Demographic,"Population by Age, Race, and Ethnicity",Total population,,PopChange_1990to2020
chChildPop_2010_20,Children,"Change, # Children, 2010-2020",Change,,Census 2010 and 2020 Redistricting Summary Data Files,P2,P4,2010-2020,,Demographic,Population by Age,Total population,,PopChange_1990to2020
chChildNHWhite_2010_20,Non-Hispanic White children,"Change, # Non-Hispanic White children, 2010-2020",Change,,Census 2010 and 2020 Redistricting Summary Data Files,P2,P4,2010-2020,,Demographic,"Population by Age, Race, and Ethnicity",Total population,,PopChange_1990to2020
chChildNHBlack_2010_20,Non-Hispanic Black children,"Change, # Non-Hispanic Black children, 2010-2020",Change,,Census 2010 and 2020 Redistricting Summary Data Files,P2,P4,2010-2020,,Demographic,"Population by Age, Race, and Ethnicity",Total population,,PopChange_1990to2020
chChildNHAsianPI_2010_20,Non-Hispanic Asian or Pacific Islander children,"Change, # Non-Hispanic Asian or Pacific Islander children, 2010-2020",Change,,Census 2010 and 2020 Redistricting Summary Data Files,P2,P4,2010-2020,,Demographic,"Population by Age, Race, and Ethnicity",Total population,,PopChange_1990to2020
chChildNHOtherRace_2010_20,Non-Hispanic other race children,"Change, # Non-Hispanic other race children, 2010-2020",Change,,Census 2010 and 2020 Redistricting Summary Data Files,P2,P4,2010-2020,,Demographic,"Population by Age, Race, and Ethnicity",Total population,,PopChange_1990to2020
chChildHispanic_2010_20,"Hispanic children, all races","Change, # Hispanic children, all races, 2010-2020",Change,,Census 2010 and 2020 Redistricting Summary Data Files,P2,P4,2010-2020,,Demographic,"Population by Age, Race, and Ethnicity",Total population,,PopChange_1990to2020
chTotalHU_2010_20,Total housing units,"Change, # Total housing units, 2010-2020",Change,,Census 2010 and 2020 Redistricting Summary Data Files,H1,,2010-2020,,Housing,Housing Characteristics,Total Housing Units,,PopChange_1990to2020
chOccupiedHU_2010_20,Occupied housing units,"Change, # Occupied housing units, 2010-2020",Change,,Census 2010 and 2020 Redistricting Summary Data Files,H1,,2010-2020,,Housing,Housing Characteristics,Total Housing Units,,PopChange_1990to2020
chVacantHU_2010_20,Vacant housing units,"Change, # Vacant housing units, 2010-2020",Change,,Census 2010 and 2020 Redistricting Summary Data Files,H1,,2010-2020,,Housing,Housing Characteristics,Total Housing Units,,PopChange_1990to2020
pchTotalPop_2010_20,Total population,"% Change, Total population, 2010-2020",Percent Change,,Census 2010 and 2020 Redistricting Summary Data Files,P2,,2010-2020,,Demographic,Population,Total population,,PopChange_1990to2020
chpNHWhite_2010_20,Non-Hispanic White,"Change, % Non-Hispanic White, 2010-2020",Change in Percent,,Census 2010 and 2020 Redistricting Summary Data Files,P2,,2010-2020,,Demographic,Population by Race and Ethnicity,Total population,,PopChange_1990to2020
chpNHBlack_2010_20,Non-Hispanic Black,"Change, % Non-Hispanic Black, 2010-2020",Change in Percent,,Census 2010 and 2020 Redistricting Summary Data Files,P2,,2010-2020,,Demographic,Population by Race and Ethnicity,Total population,,PopChange_1990to2020
chpNHAsianPI_2010_20,Non-Hispanic Asian or Pacific Islander,"Change, % Non-Hispanic Asian or Pacific Islander, 2010-2020",Change in Percent,,Census 2010 and 2020 Redistricting Summary Data Files,P2,,2010-2020,,Demographic,Population by Race and Ethnicity,Total population,,PopChange_1990to2020
chpNHOtherRace_2010_20,Non-Hispanic other race,"Change, % Non-Hispanic other race, 2010-2020",Change in Percent,,Census 2010 and 2020 Redistricting Summary Data Files,P2,,2010-2020,,Demographic,Population by Race and Ethnicity,Total population,,PopChange_1990to2020
chpHispanic_2010_20,"Hispanic, all races","Change, % Hispanic, all races, 2010-2020",Change in Percent,,Census 2010 and 2020 Redistricting Summary Data Files,P2,,2010-2020,,Demographic,Population by Race and Ethnicity,Total population,,PopChange_1990to2020
chpAdultPop_2010_20,Adults,"Change, % Adults, 2010-2020",Change in Percent,,Census 2010 and 2020 Redistricting Summary Data Files,P4,,2010-2020,,Demographic,Population by Age,Total population,,PopChange_1990to2020
chpAdultNHWhite_2010_20,Non-Hispanic White adults,"Change, % Non-Hispanic White adults, 2010-2020",Change in Percent,,Census 2010 and 2020 Redistricting Summary Data Files,P4,,2010-2020,,Demographic,"Population by Age, Race, and Ethnicity",Total population,,PopChange_1990to2020
chpAdultNHBlack_2010_20,Non-Hispanic Black adults,"Change, % Non-Hispanic Black adults, 2010-2020",Change in Percent,,Census 2010 and 2020 Redistricting Summary Data Files,P4,,2010-2020,,Demographic,"Population by Age, Race, and Ethnicity",Total population,,PopChange_1990to2020
chpAdultNHAsianPI_2010_20,Non-Hispanic Asian or Pacific Islander adults,"Change, % Non-Hispanic Asian or Pacific Islander adults, 2010-2020",Change in Percent,,Census 2010 and 2020 Redistricting Summary Data Files,P4,,2010-2020,,Demographic,"Population by Age, Race, and Ethnicity",Total population,,PopChange_1990to2020
chpAdultNHOtherRace_2010_20,Non-Hispanic other race adults,"Change, % Non-Hispanic other race adults, 2010-2020",Change in Percent,,Census 2010 and 2020 Redistricting Summary Data Files,P4,,2010-2020,,Demographic,"Population by Age, Race, and Ethnicity",Total population,,PopChange_1990to2020
chpAdultHispanic_2010_20,"Hispanic adults, all races","Change, % Hispanic adults, all races, 2010-2020",Change in Percent,,Census 2010 and 2020 Redistricting Summary Data Files,P4,,2010-2020,,Demographic,"Population by Age, Race, and Ethnicity",Total population,,PopChange_1990to2020
chpChildPop_2010_20,Children,"Change, % Children, 2010-2020",Change in Percent,,Census 2010 and 2020 Redistricting Summary Data Files,P2,P4,2010-2020,,Demographic,Population by Age,Total population,,PopChange_1990to2020
chpChildNHWhite_2010_20,Non-Hispanic White children,"Change, % Non-Hispanic White children, 2010-2020",Change in Percent,,Census 2010 and 2020 Redistricting Summary Data Files,P2,P4,2010-2020,,Demographic,"Population by Age, Race, and Ethnicity",Total population,,PopChange_1990to2020
chpChildNHBlack_2010_20,Non-Hispanic Black children,"Change, % Non-Hispanic Black children, 2010-2020",Change in Percent,,Census 2010 and 2020 Redistricting Summary Data Files,P2,P4,2010-2020,,Demographic,"Population by Age, Race, and Ethnicity",Total population,,PopChange_1990to2020
chpChildNHAsianPI_2010_20,Non-Hispanic Asian or Pacific Islander children,"Change, % Non-Hispanic Asian or Pacific Islander children, 2010-2020",Change in Percent,,Census 2010 and 2020 Redistricting Summary Data Files,P2,P4,2010-2020,,Demographic,"Population by Age, Race, and Ethnicity",Total population,,PopChange_1990to2020
chpChildNHOtherRace_2010_20,Non-Hispanic other race children,"Change, % Non-Hispanic other race children, 2010-2020",Change in Percent,,Census 2010 and 2020 Redistricting Summary Data Files,P2,P4,2010-2020,,Demographic,"Population by Age, Race, and Ethnicity",Total population,,PopChange_1990to2020
chpChildHispanic_2010_20,"Hispanic children, all races","Change, % Hispanic children, all races, 2010-2020",Change in Percent,,Census 2010 and 2020 Redistricting Summary Data Files,P2,P4,2010-2020,,Demographic,"Population by Age, Race, and Ethnicity",Total population,,PopChange_1990to2020
pchTotalHU_2010_20,Total housing units,"% Change, Total housing units, 2010-2020",Percent Change,,Census 2010 and 2020 Redistricting Summary Data Files,H1,,2010-2020,,Housing,Housing Characteristics,Total Housing Units,,PopChange_1990to2020
chpOccupiedHU_2010_20,Occupied housing units,"Change, % Occupied housing units, 2010-2020",Change in Percent,,Census 2010 and 2020 Redistricting Summary Data Files,H1,,2010-2020,,Housing,Housing Characteristics,Total Housing Units,,PopChange_1990to2020
chpVacantHU_2010_20,Vacant housing units,"Change, % Vacant housing units, 2010-2020",Change in Percent,,Census 2010 and 2020 Redistricting Summary Data Files,H1,,2010-2020,,Housing,Housing Characteristics,Total Housing Units,,PopChange_1990to2020
chTotalPop_2000_20,Total population,"Change, # Total population, 2000-2020",Change,,Census 2000 and 2020 Redistricting Summary Data Files,P2 (2020)/PL2 (2010),,2000-2020,,Demographic,Population,Total population,,PopChange_1990to2020
chNHWhite_2000_20,Non-Hispanic White,"Change, # Non-Hispanic White, 2000-2020",Change,,Census 2000 and 2020 Redistricting Summary Data Files,P2 (2020)/PL2 (2010),,2000-2020,,Demographic,Population by Race and Ethnicity,Total population,,PopChange_1990to2020
chNHBlack_2000_20,Non-Hispanic Black,"Change, # Non-Hispanic Black, 2000-2020",Change,,Census 2000 and 2020 Redistricting Summary Data Files,P2 (2020)/PL2 (2010),,2000-2020,,Demographic,Population by Race and Ethnicity,Total population,,PopChange_1990to2020
chNHAsianPI_2000_20,Non-Hispanic Asian or Pacific Islander,"Change, # Non-Hispanic Asian or Pacific Islander, 2000-2020",Change,,Census 2000 and 2020 Redistricting Summary Data Files,P2 (2020)/PL2 (2010),,2000-2020,,Demographic,Population by Race and Ethnicity,Total population,,PopChange_1990to2020
chNHOtherRace_2000_20,Non-Hispanic other race,"Change, # Non-Hispanic other race, 2000-2020",Change,,Census 2000 and 2020 Redistricting Summary Data Files,P2 (2020)/PL2 (2010),,2000-2020,,Demographic,Population by Race and Ethnicity,Total population,,PopChange_1990to2020
chHispanic_2000_20,"Hispanic, all races","Change, # Hispanic, all races, 2000-2020",Change,,Census 2000 and 2020 Redistricting Summary Data Files,P2 (2020)/PL2 (2010),,2000-2020,,Demographic,Population by Race and Ethnicity,Total population,,PopChange_1990to2020
chAdultPop_2000_20,Adults,"Change, # Adults, 2000-2020",Change,,Census 2000 and 2020 Redistricting Summary Data Files,P4 (2020)/PL4 (2010),,2000-2020,,Demographic,Population by Age,Total population,,PopChange_1990to2020
chAdultNHWhite_2000_20,Non-Hispanic White adults,"Change, # Non-Hispanic White adults, 2000-2020",Change,,Census 2000 and 2020 Redistricting Summary Data Files,P4 (2020)/PL4 (2010),,2000-2020,,Demographic,"Population by Age, Race, and Ethnicity",Total population,,PopChange_1990to2020
chAdultNHBlack_2000_20,Non-Hispanic Black adults,"Change, # Non-Hispanic Black adults, 2000-2020",Change,,Census 2000 and 2020 Redistricting Summary Data Files,P4 (2020)/PL4 (2010),,2000-2020,,Demographic,"Population by Age, Race, and Ethnicity",Total population,,PopChange_1990to2020
chAdultNHAsianPI_2000_20,Non-Hispanic Asian or Pacific Islander adults,"Change, # Non-Hispanic Asian or Pacific Islander adults, 2000-2020",Change,,Census 2000 and 2020 Redistricting Summary Data Files,P4 (2020)/PL4 (2010),,2000-2020,,Demographic,"Population by Age, Race, and Ethnicity",Total population,,PopChange_1990to2020
chAdultNHOtherRace_2000_20,Non-Hispanic other race adults,"Change, # Non-Hispanic other race adults, 2000-2020",Change,,Census 2000 and 2020 Redistricting Summary Data Files,P4 (2020)/PL4 (2010),,2000-2020,,Demographic,"Population by Age, Race, and Ethnicity",Total population,,PopChange_1990to2020
chAdultHispanic_2000_20,"Hispanic adults, all races","Change, # Hispanic adults, all races, 2000-2020",Change,,Census 2000 and 2020 Redistricting Summary Data Files,P4 (2020)/PL4 (2010),,2000-2020,,Demographic,"Population by Age, Race, and Ethnicity",Total population,,PopChange_1990to2020
chChildPop_2000_20,Children,"Change, # Children, 2000-2020",Change,,Census 2000 and 2020 Redistricting Summary Data Files,P2 (2020)/PL2 (2010),P4 (2020)/PL4 (2010),2000-2020,,Demographic,Population by Age,Total population,,PopChange_1990to2020
chChildNHWhite_2000_20,Non-Hispanic White children,"Change, # Non-Hispanic White children, 2000-2020",Change,,Census 2000 and 2020 Redistricting Summary Data Files,P2 (2020)/PL2 (2010),P4 (2020)/PL4 (2010),2000-2020,,Demographic,"Population by Age, Race, and Ethnicity",Total population,,PopChange_1990to2020
chChildNHBlack_2000_20,Non-Hispanic Black children,"Change, # Non-Hispanic Black children, 2000-2020",Change,,Census 2000 and 2020 Redistricting Summary Data Files,P2 (2020)/PL2 (2010),P4 (2020)/PL4 (2010),2000-2020,,Demographic,"Population by Age, Race, and Ethnicity",Total population,,PopChange_1990to2020
chChildNHAsianPI_2000_20,Non-Hispanic Asian or Pacific Islander children,"Change, # Non-Hispanic Asian or Pacific Islander children, 2000-2020",Change,,Census 2000 and 2020 Redistricting Summary Data Files,P2 (2020)/PL2 (2010),P4 (2020)/PL4 (2010),2000-2020,,Demographic,"Population by Age, Race, and Ethnicity",Total population,,PopChange_1990to2020
chChildNHOtherRace_2000_20,Non-Hispanic other race children,"Change, # Non-Hispanic other race children, 2000-2020",Change,,Census 2000 and 2020 Redistricting Summary Data Files,P2 (2020)/PL2 (2010),P4 (2020)/PL4 (2010),2000-2020,,Demographic,"Population by Age, Race, and Ethnicity",Total population,,PopChange_1990to2020
chChildHispanic_2000_20,"Hispanic children, all races","Change, # Hispanic children, all races, 2000-2020",Change,,Census 2000 and 2020 Redistricting Summary Data Files,P2 (2020)/PL2 (2010),P4 (2020)/PL4 (2010),2000-2020,,Demographic,"Population by Age, Race, and Ethnicity",Total population,,PopChange_1990to2020
chTotalHU_2000_20,Total housing units,"Change, # Total housing units, 2000-2020",Change,,Census 2000 Summary File 1  and 2020 Redistricting Summary Data File,H1,,2000-2020,,Housing,Housing Characteristics,Total Housing Units,,PopChange_1990to2020
chOccupiedHU_2000_20,Occupied housing units,"Change, # Occupied housing units, 2000-2020",Change,,Census 2000 Summary File 1  and 2020 Redistricting Summary Data File,H1 (2020)/H3 (2000),,2000-2020,,Housing,Housing Characteristics,Total Housing Units,,PopChange_1990to2020
chVacantHU_2000_20,Vacant housing units,"Change, # Vacant housing units, 2000-2020",Change,,Census 2000 Summary File 1  and 2020 Redistricting Summary Data File,H1 (2020)/H3 (2000),,2000-2020,,Housing,Housing Characteristics,Total Housing Units,,PopChange_1990to2020
pchTotalPop_2000_20,Total population,"% Change, Total population, 2000-2020",Percent Change,,Census 2000 and 2020 Redistricting Summary Data Files,P2 (2020)/PL2 (2010),,2000-2020,,Demographic,Population,Total population,,PopChange_1990to2020
chpNHWhite_2000_20,Non-Hispanic White,"Change, % Non-Hispanic White, 2000-2020",Change in Percent,,Census 2000 and 2020 Redistricting Summary Data Files,P2 (2020)/PL2 (2010),,2000-2020,,Demographic,Population by Race and Ethnicity,Total population,,PopChange_1990to2020
chpNHBlack_2000_20,Non-Hispanic Black,"Change, % Non-Hispanic Black, 2000-2020",Change in Percent,,Census 2000 and 2020 Redistricting Summary Data Files,P2 (2020)/PL2 (2010),,2000-2020,,Demographic,Population by Race and Ethnicity,Total population,,PopChange_1990to2020
chpNHAsianPI_2000_20,Non-Hispanic Asian or Pacific Islander,"Change, % Non-Hispanic Asian or Pacific Islander, 2000-2020",Change in Percent,,Census 2000 and 2020 Redistricting Summary Data Files,P2 (2020)/PL2 (2010),,2000-2020,,Demographic,Population by Race and Ethnicity,Total population,,PopChange_1990to2020
chpNHOtherRace_2000_20,Non-Hispanic other race,"Change, % Non-Hispanic other race, 2000-2020",Change in Percent,,Census 2000 and 2020 Redistricting Summary Data Files,P2 (2020)/PL2 (2010),,2000-2020,,Demographic,Population by Race and Ethnicity,Total population,,PopChange_1990to2020
chpHispanic_2000_20,"Hispanic, all races","Change, % Hispanic, all races, 2000-2020",Change in Percent,,Census 2000 and 2020 Redistricting Summary Data Files,P2 (2020)/PL2 (2010),,2000-2020,,Demographic,Population by Race and Ethnicity,Total population,,PopChange_1990to2020
chpAdultPop_2000_20,Adults,"Change, % Adults, 2000-2020",Change in Percent,,Census 2000 and 2020 Redistricting Summary Data Files,P4 (2020)/PL4 (2010),,2000-2020,,Demographic,Population by Age,Total population,,PopChange_1990to2020
chpAdultNHWhite_2000_20,Non-Hispanic White adults,"Change, % Non-Hispanic White adults, 2000-2020",Change in Percent,,Census 2000 and 2020 Redistricting Summary Data Files,P4 (2020)/PL4 (2010),,2000-2020,,Demographic,"Population by Age, Race, and Ethnicity",Total population,,PopChange_1990to2020
chpAdultNHBlack_2000_20,Non-Hispanic Black adults,"Change, % Non-Hispanic Black adults, 2000-2020",Change in Percent,,Census 2000 and 2020 Redistricting Summary Data Files,P4 (2020)/PL4 (2010),,2000-2020,,Demographic,"Population by Age, Race, and Ethnicity",Total population,,PopChange_1990to2020
chpAdultNHAsianPI_2000_20,Non-Hispanic Asian or Pacific Islander adults,"Change, % Non-Hispanic Asian or Pacific Islander adults, 2000-2020",Change in Percent,,Census 2000 and 2020 Redistricting Summary Data Files,P4 (2020)/PL4 (2010),,2000-2020,,Demographic,"Population by Age, Race, and Ethnicity",Total population,,PopChange_1990to2020
chpAdultNHOtherRace_2000_20,Non-Hispanic other race adults,"Change, % Non-Hispanic other race adults, 2000-2020",Change in Percent,,Census 2000 and 2020 Redistricting Summary Data Files,P4 (2020)/PL4 (2010),,2000-2020,,Demographic,"Population by Age, Race, and Ethnicity",Total population,,PopChange_1990to2020
chpAdultHispanic_2000_20,"Hispanic adults, all races","Change, % Hispanic adults, all races, 2000-2020",Change in Percent,,Census 2000 and 2020 Redistricting Summary Data Files,P4 (2020)/PL4 (2010),,2000-2020,,Demographic,"Population by Age, Race, and Ethnicity",Total population,,PopChange_1990to2020
chpChildPop_2000_20,Children,"Change, % Children, 2000-2020",Change in Percent,,Census 2000 and 2020 Redistricting Summary Data Files,P2 (2020)/PL2 (2010),P4 (2020)/PL4 (2010),2000-2020,,Demographic,Population by Age,Total population,,PopChange_1990to2020
chpChildNHWhite_2000_20,Non-Hispanic White children,"Change, % Non-Hispanic White children, 2000-2020",Change in Percent,,Census 2000 and 2020 Redistricting Summary Data Files,P2 (2020)/PL2 (2010),P4 (2020)/PL4 (2010),2000-2020,,Demographic,"Population by Age, Race, and Ethnicity",Total population,,PopChange_1990to2020
chpChildNHBlack_2000_20,Non-Hispanic Black children,"Change, % Non-Hispanic Black children, 2000-2020",Change in Percent,,Census 2000 and 2020 Redistricting Summary Data Files,P2 (2020)/PL2 (2010),P4 (2020)/PL4 (2010),2000-2020,,Demographic,"Population by Age, Race, and Ethnicity",Total population,,PopChange_1990to2020
chpChildNHAsianPI_2000_20,Non-Hispanic Asian or Pacific Islander children,"Change, % Non-Hispanic Asian or Pacific Islander children, 2000-2020",Change in Percent,,Census 2000 and 2020 Redistricting Summary Data Files,P2 (2020)/PL2 (2010),P4 (2020)/PL4 (2010),2000-2020,,Demographic,"Population by Age, Race, and Ethnicity",Total population,,PopChange_1990to2020
chpChildNHOtherRace_2000_20,Non-Hispanic other race children,"Change, % Non-Hispanic other race children, 2000-2020",Change in Percent,,Census 2000 and 2020 Redistricting Summary Data Files,P2 (2020)/PL2 (2010),P4 (2020)/PL4 (2010),2000-2020,,Demographic,"Population by Age, Race, and Ethnicity",Total population,,PopChange_1990to2020
